id,premise,conclusion,premises-FOL,conclusion-FOL,label
629,"Barutin Cove is a cove named after the Bulgarian settlement of Barutin.
Barutin Cove is on the southwest coast of Snow Island.
Snow Island, Greenwich Island, and Deception Island are located in the South Shetland Islands.
Antarctica is located on the South Shetland Islands. 
If place A is located in place B and place B is located in place C, then place A is located in place C.",Barutin Cove is not located in Antarctica.,"Cove(barutinCove) ∧ NamedAfter(barutinCove, barutinSettlement) ∧ LocatedIn(barutinSettlement, bulgaria)
LocatedIn(barutinCove, snowIsland)
LocatedIn(snowIsland, southShetlandIslands) ∧ LocatedIn(greenwichIsland, southShetlandIslands) ∧ LocatedIn(deceptionIsland, southShetlandIslands)
LocatedIn(southShetlandIslands, antarctica)
∀x ∀y ∀z ((LocatedIn(x, y) ∧ LocatedIn(y, z)) → LocatedIn(x, z))","-LocatedIn(barutinCove, antarctica)",False
630,"Some affection is love.
Some love is positive.",Some affection is positive.,"∃x (Affection(x) ∧ Love(x))
∃x (Love(x) ∧ Positive(x))",exists x (Affection(x) & Positive(x)),Uncertain
631,"If something can transport multiple passengers, then they are not one-seaters.
All Tesla Model 3 can transport multiple passengers.
All single-seat electric cars are one-seaters.
All Solo EV cars are single-seat electric cars. 
If John's car is not a Tesla Model 3, then John's car is not a Tesla Model 3 or a single-seat electric car.",John's car is a Tesla Model 3.,"∀x (∃y ∃z (Passenger(y) ∧ Passenger(z) ∧ Transport(x, y) ∧ Transport(x, y) ∧ ¬(y=z)) → ¬OneSeater(x))
∀x (TeslaModel3(x) → (∃y ∃z (Passenger(y) ∧ Passenger(z) ∧ Transport(x, y) ∧ Transport(x, y) ∧ ¬(y=z)))
∀x (SingleSeat(x) ∧ ElectricCar(x) → OneSeater(x))
∀x (SoloEV(x) ∧ Car(x) → SingleSeat(x) ∧ ElectricCar(x))
¬TeslaModel3(johnsCar) → ¬(TeslaModel3(johnsCar) ∨ (SingleSeat(x) ∧ ElectricCar(johnsCar)))",TeslaModel3(johnsCar),Uncertain
634,"All of Peter's pets that are mammals are also animals.
All monkeys are mammals. 
Peter's pets are all either monkeys or birds. 
Peter's birds can fly.
All animals that are Peter's pets can breathe.
If Peter's pet can fly, then it has wings.
Rock is Peter's pet.
Rock can fly, or Rock is a bird, or Rock cannot breathe.",Rock is a monkey.,"∀x (PetersPet(x) ∧ Mammal(x) → Animal(x))
∀x (Monkey(x) → Mammal(x))
∀x (PetersPet(x) → Monkey(x) ⊕  Bird(x))
∀x (Bird(x) → CanFly(x))
∀x (PetersPet(x) ∧ Animal(x) → Breathe(x))
∀x (PetersPet(x) ∧ CanFly(x) → ∃y ∃z (¬(y=z) ∧ Wing(y) ∧ Wing(z) ∧ Have(x, y) ∧ Have(x, z)))
PeterSPet(rock)
CanFly(rock) ∨ Bird(rock) ∨ ¬Breathe(rock)",Monkey(rock),Uncertain
635,"All people who make wedding plans are people who are engaged.
All people who invite others to come to their ceremony make wedding plans.
Anyone who has a well-attended wedding invites others to come to their ceremony.
Some people that have well-attended weddings have larger families.
If John is engaged, then John does not invite friends to their ceremony and make wedding plans.
If John has a larger family, then either John has a well-attended wedding or invites friends to their ceremony.",John is engaged.,"∀x (Make(x, weddingPlan) → Engaged(x))
∀x (∃y ∃z (¬(y=x) ∧ ¬(z=x) ∧ ¬(y=z) ∧ InviteToComeTo(x, y, wedding) ∧ InviteToComeTo(x, z, wedding)) → Make(x, weddingPlan))
∀x (Have(x, wellAttendedWedding) → ∃y ∃z (¬(y=x) ∧ ¬(z=x) ∧ ¬(y=z) ∧ InviteToComeTo(x, y, wedding) ∧ InviteToComeTo(x, z, wedding)))
∃x (Have(x, wellAttendedWedding) ∧ Have(x, largerFamily))
Engaged(john) → ¬(∃y ∃z (¬(y=x) ∧ ¬(z=x) ∧ ¬(y=z) ∧ InviteToComeTo(john, y, wedding) ∧ Invite(john, z, comeTo, wedding))) ∧ Make(john, weddingPlan)
Have(john, largerFamily) → Have(john, wellAttendedWedding) ⊕ ∃y ∃z (¬(y=x) ∧ ¬(z=x) ∧ ¬(y=z) ∧ Invite(x, y, comeTo, wedding) ∧ InviteToComeTo(x, z, wedding))",Engaged(john),Uncertain
636,"Some mammals have teeth.
Platypuses have no teeth.
Platypuses are mammals. 
Humans have teeth.",Platypuses are mammals with no teeth.,"∃x ∃y (Mammal(x) ∧ Mammal(y) ∧ (¬(x=y)) ∧ Have(x, teeth) ∧ Have(y, teeth))
¬Have(platypus, teeth)
Mammal(platypus)
Have(humans, teeth)","Mammal(platypus) & -Have(platypus,teeth)",True
637,"Some mammals have teeth.
Platypuses have no teeth.
Platypuses are mammals. 
Humans have teeth.",Platypuses are reptiles.,"∃x ∃y (Mammal(x) ∧ Mammal(y) ∧ (¬(x=y)) ∧ Have(x, teeth) ∧ Have(y, teeth))
¬Have(platypus, teeth)
Mammal(platypus)
Have(humans, teeth)",Reptile(platypus),Uncertain
638,"Some mammals have teeth.
Platypuses have no teeth.
Platypuses are mammals. 
Humans have teeth.",Humans are mammals.,"∃x ∃y (Mammal(x) ∧ Mammal(y) ∧ (¬(x=y)) ∧ Have(x, teeth) ∧ Have(y, teeth))
¬Have(platypus, teeth)
Mammal(platypus)
Have(humans, teeth)",Mammal(humans),Uncertain
639,"Plungers suck.
Vacuums suck.
Vampires suck.
Space is a vacuum.
A duster is a household appliance that doesn't suck.",Space sucks.,"∀x (Plunger(x) → Suck(x))
∀x (Vacuum(x) → Suck(x))
∀x (Vampire(x) → Suck(x))
Vacuum(space)
HouseholdAppliance(duster) ∧ ¬Suck(duster)",Suck(space),True
640,"Plungers suck.
Vacuums suck.
Vampires suck.
Space is a vacuum.
A duster is a household appliance that doesn't suck.",Space is a vampire.,"∀x (Plunger(x) → Suck(x))
∀x (Vacuum(x) → Suck(x))
∀x (Vampire(x) → Suck(x))
Vacuum(space)
HouseholdAppliance(duster) ∧ ¬Suck(duster)",Vampire(space),Uncertain
641,"Machine Learning algorithms can be categorized as supervised learning, unsupervised learning, and reinforcement learning.
Unsupervised learning algorithms do not require labeled data.
The state-of-the-art text summarization model is trained with machine learning algorithms.
Reinforcement learning is not used to train the state-of-the-art text summarization model.
The Machine Learning algorithm for training text summarization models requires labeled data.",Unsupervised learning is used to train the state-of-the-art text summarization model.,"∀x (MachineLearningAlgorithm(x) → SupervisedLearningAlgorithm(x) ∨ UnsupervisedLearningAlgorithm(x) ∨ ReinforcementLearningAlgorithm(x))
∀x (UnsupervisedLearningAlgorithm(x) → ¬Require(x, labeledData))
∀x (TrainedWith(stateOfTheArtTextSummarizationModel, x) → MachineLearningAlgorithm(x))
∀x (ReinforcementLearningAlgorithm(x) → ¬TrainedWith(stateOfTheArtTextSummarizationModel, x))
∀x ((MachineLearningAlgorithm(x) ∧ TrainedWith(stateOfTheArtTextSummarizationModel, x)) → Require(x, labeledData))","exists x (UnsupervisedLearningAlgorithm(x) & TrainedWith(stateOfTheArtTextSummarizationModel,x))",False
642,"If a film is appropriate for people of all ages, then children can watch it without guidance from parents.
If a film contains excessive erotic and violent content, children cannot watch it without guidance from their parents.
If a film is rated General Audience, then it is appropriate for people of all ages.
All family-friendly animated films are rated General Audience.
All movies in the Frozen series are family-friendly animated films.
“Hachi: A dog’s Tale” is a film.
“Hachi: A dog’s Tale”  is either a family-friendly animated film or is appropriate for people of all ages.","""Hachi: A dog's Tale"" is rated General Audience.","∀x (Film(x) ∧ Rated(x, adultsOnly) → CanWatchWithout(children, x, guidanceFromParents))
∀x (Film(x) ∧ Contain(x, excessiveEroticContent) ∧ Contain(x, excessiveViolentContent) → ¬CanWatchWithout(children, x, guidanceFromParents))
∀x (Film(x) ∧ Rated(x, generalAudience) → AppropriateFor(x, peopleOfAllAges))
∀x (Film(x) ∧ FamilyFriendly(x) ∧ Animated(x) → Rated(x, generalAudience))
∀x (Film(x) ∧ InfrozenSeries(x) → FamilyFriendly(x) ∧ Animated(x))
Film(hachiAdogsTale)
(FamilyFriendly(hachiAdogsTale) ∧ Animated(hachiAdogsTale)) ⊕ Rated(hachiAdogsTale, adultsOnly)","Rated(hachiAdogsTale,generalAudience)",Uncertain
643,"Breeding back is a form of artificial selection by the deliberate selective breeding of domestic animals.
Heck cattle were bred back in the 1920s to resemble the aurochs.
Heck cattle are animals.
Aurochs are animals.
Some animals to be bred back resemble extinct animals.",Some Heck cattle are artificially selected.,"∀x (BreedingBack(x) → (ArtificialSelection(x) ∧ DeliberateSelectiveBreedingOfDomesticAnimals(x)))
∃x ∃y (HeckCattle(x) ∧ BreedingBack(x) ∧ Auroch(y) ∧ Resemble(x, y))
∀x (HeckCattle(x) → Animal(x))
∀x (Auroch(x) → Animal(x))
∃x ∃y (Animal(x) ∧ Animal(y) ∧ (¬(x=y)) ∧ BreedingBack(x) ∧ BreedingBack(y) ∧ (∃w(Dead(w) ∧ Resemble(x, w)) ∧ (¬(w=z)) ∧ (∃z(Dead(z) ∧ Resemble(y, z))))",∃x (HeckCattle(x) & ArtificialSelection(x)),True
644,"Everyone who can register to vote in the United States can participate in the 2024 United States presidential election.
If someone has United States citizenship, then they can register to vote in the United States.
A person either has United States citizenship or Taiwanese citizenship.
No Russian Federation officials hold Taiwanese citizenship. 
Vladimir neither holds Taiwanese citizenship nor is he a manager at Gazprom. 
Ekaterina she can register to vote in the United States, or she is a Russian federation official.",Ekaterina can participate in the 2024 United States presidential election or is a manager at Gazprom.,"∀x (CanRegisterToVoteIn(x, unitedStates) → CanParticipateIn(x, 2024UnitedStatesElection))
∀x (Have(x, unitedStatesCitizenship) → CanRegisterToVoteIn(x, unitedStates))
∀x (Have(x, unitedStatesCitizenship) ∨ Have(x, taiwaneseCitizenship))
∀x (Russian(x) ∧ FederationOfficial(x) → ¬Have(x, taiwaneseCitizenship))
¬Have(vladimir, taiwaneseCitizenship) ∧ ¬ManagerAt(vladimir, gazprom)
(Russian(ekaterina) ∧ FederationOfficial(ekaterina)) ∨ CanRegisterToVoteIn(ekaterina, unitedStates)","CanParticipateIn(ekaterina,2024UnitedStatesElection) | ManagerAt(ekaterina,gazprom)",True
645,"Everyone who can register to vote in the United States can participate in the 2024 United States presidential election.
If someone has United States citizenship, then they can register to vote in the United States.
A person either has United States citizenship or Taiwanese citizenship.
No Russian Federation officials hold Taiwanese citizenship. 
Vladimir neither holds Taiwanese citizenship nor is he a manager at Gazprom. 
Ekaterina she can register to vote in the United States, or she is a Russian federation official.",Ekaterina can participate in the 2024 United States presidential election or Vladimir is a manager at Gazprom.,"∀x (CanRegisterToVoteIn(x, unitedStates) → CanParticipateIn(x, 2024UnitedStatesElection))
∀x (Have(x, unitedStatesCitizenship) → CanRegisterToVoteIn(x, unitedStates))
∀x (Have(x, unitedStatesCitizenship) ∨ Have(x, taiwaneseCitizenship))
∀x (Russian(x) ∧ FederationOfficial(x) → ¬Have(x, taiwaneseCitizenship))
¬Have(vladimir, taiwaneseCitizenship) ∧ ¬ManagerAt(vladimir, gazprom)
(Russian(ekaterina) ∧ FederationOfficial(ekaterina)) ∨ CanRegisterToVoteIn(ekaterina, unitedStates)","CanParticipateIn(ekaterina,2024UnitedStatesElection) | ManagerAt(vladimir,gazprom)",True
646,"New Vessel Press is a publishing house specializing in translating foreign literature into English.
All of New Vessel Press's published books are in English.
Neapolitan Chronicles is a book published by New Vessel Press.
Neapolitan Chronicles was translated from Italian.
Palace of Flies is a book published by New Vessel Press.",Neapolitan Chronicles is an English book.,"PublishingHouse(newVesselPress) ∧ SpecializesInTranslatingIntoEnglish(newVesselPress, foreignLiterature)
∀x ((Book(x) ∧ PublishedBy(x, newVesselPress)) → In(x, english))
Book(neapolitanChronicles) ∧ PublishedBy(neapolitanChronicles, newVesselPress)
TranslatedFrom(neapolitanChronicles, italian)
Book(palaceOfFlies) ∧ PublishedBy(palaceOfFlies, newVesselPress)","In(neapolitanChronicles, english)",True
647,"New Vessel Press is a publishing house specializing in translating foreign literature into English.
All of New Vessel Press's published books are in English.
Neapolitan Chronicles is a book published by New Vessel Press.
Neapolitan Chronicles was translated from Italian.
Palace of Flies is a book published by New Vessel Press.",Harry Potter was published by New Vessel Press.,"PublishingHouse(newVesselPress) ∧ SpecializesInTranslatingIntoEnglish(newVesselPress, foreignLiterature)
∀x ((Book(x) ∧ PublishedBy(x, newVesselPress)) → In(x, english))
Book(neapolitanChronicles) ∧ PublishedBy(neapolitanChronicles, newVesselPress)
TranslatedFrom(neapolitanChronicles, italian)
Book(palaceOfFlies) ∧ PublishedBy(palaceOfFlies, newVesselPress)","PublishedBy(harryPotter,newVesselPress)",Uncertain
648,"New Vessel Press is a publishing house specializing in translating foreign literature into English.
All of New Vessel Press's published books are in English.
Neapolitan Chronicles is a book published by New Vessel Press.
Neapolitan Chronicles was translated from Italian.
Palace of Flies is a book published by New Vessel Press.",Palace of Flies was translated from Italian.,"PublishingHouse(newVesselPress) ∧ SpecializesInTranslatingIntoEnglish(newVesselPress, foreignLiterature)
∀x ((Book(x) ∧ PublishedBy(x, newVesselPress)) → In(x, english))
Book(neapolitanChronicles) ∧ PublishedBy(neapolitanChronicles, newVesselPress)
TranslatedFrom(neapolitanChronicles, italian)
Book(palaceOfFlies) ∧ PublishedBy(palaceOfFlies, newVesselPress)","TranslatedFrom(palaceOfFlies, italian)",Uncertain
649,"All hydrocarbons are organic compounds .
All alkanes are hydrocarbons
All organic compounds are chemical compounds.
All organic compounds contain carbon.
No chemical compounds contain only one element.
The mixture either both is a chemical compound and contains only one element, or neither.",The mixture contains carbon.,"∀x (Hydrocarbon(x) → Orgranic(x) ∧ Compound(x))
∀x (Alkane(x) → Hydrocarbon(x))
∀x (Orgranic(x) ∧ Compound(x) → Chemical(x) ∧ Compound(x))
∀x (Orgranic(x) ∧ Compound(x) → Contain(x, carbon))
∀x (Chemical(x) ∧ Compound(x) → ∀y ∀z (¬(Contain(x, y) ∧ Contain(x, z) ∧ (y=z))))
¬((Chemical(mixture) ∧ Compound(mixture)) ⊕ (∀y ∀z (Contain(x, y) ∧ Contain(x, z) ∧ y=z)))","Contain(mixture,carbon)",Uncertain
650,"All hydrocarbons are organic compounds .
All alkanes are hydrocarbons
All organic compounds are chemical compounds.
All organic compounds contain carbon.
No chemical compounds contain only one element.
The mixture either both is a chemical compound and contains only one element, or neither.",The mixture is an alkane and contains carbon.,"∀x (Hydrocarbon(x) → Orgranic(x) ∧ Compound(x))
∀x (Alkane(x) → Hydrocarbon(x))
∀x (Orgranic(x) ∧ Compound(x) → Chemical(x) ∧ Compound(x))
∀x (Orgranic(x) ∧ Compound(x) → Contain(x, carbon))
∀x (Chemical(x) ∧ Compound(x) → ∀y ∀z (¬(Contain(x, y) ∧ Contain(x, z) ∧ (y=z))))
¬((Chemical(mixture) ∧ Compound(mixture)) ⊕ (∀y ∀z (Contain(x, y) ∧ Contain(x, z) ∧ y=z)))","Alkane(mixture) & Contain(mixture,carbon)",False
651,"All humans are mortal.
All Greeks are humans.",Some Greeks are mortal.,"∀x (Human(x) → Mortal(x))
∀x (Greek(x) → Human(x))",exists x (Greek(x) & Mortal(x)),Uncertain
653,"None of the students who currently work in the library are from the computer science department. 
All of the students with part-time jobs offered by the university currently work in the library. 
All of the students who are taking the database course are from the computer science department. 
All of the students taking a class with Professor David are taking the database course. 
All students working in the lab are taking a class with Professor David.
James is a student working in the lab. 
James doesn't work in the lab or have a part-time job offered by the university.",James either takes the database course or has a part-time job offered by the university.,"∀x (Student(x) ∧ WorkIn(x, library) → (¬From(x, computerScienceDepartment)))
∀x (Student(x) ∧ Have(x, partTimeJob) ∧ OfferedBy(y, university) → WorkIn(x, library))
∀x ((Student(x) ∧ Take(x, databaseCourse)) → From(x, computerScienceDepartment))
∀x ((Student(x) ∧ InstructedBy(x, professorDavid)) → Take(x, databaseCourse))
∀x ((Student(x) ∧ WorkIn(x, lab)) → InstructedBy(x, professorDavid))
Student(james) ∧ WorkIn(james, lab)
¬∃x (PartTimeJob(x) ∧ Have(james, x) ∧ OfferedBy(x, computerScienceDepartment)) ∧ ¬WorkIn(james, lab)","Take(james,databaseCourse) | (exists x (PartTimeJob(x) & Have(james,x) & OfferedBy(x,university)))",True
